EVTDESCreeducation.1;It is time for me to receive a proper education. Life is so full of opportunities. What will I become?;Je grandis si vite, il est temps pour moi de recevoir une éducation correcte ! J'ai grand hâte ! La vie est tellement pleine d'opportunités !;;;Estoy creciendo rápido y ya es hora de elegir la educación correcta. La vida está llena de maravillas y cosas por descubrir;;;;;;;;;x
EVTTOOLTIPreeducation.2;They will decide my future...;Ils vont décider de mon avenir…;;;Han de decidir mi futuro;;;;;;;;;x
EVTDESCreeducation.2;It is time for me to choose how I want to educate my [GetFromRelation] [From.GetTitledFirstName] [From.GetOnlyDynastyName].;Il est temps pour moi de choisir le bon tuteur pour l'un des enfants sous ma responsabilité. ;;;Es hora de elegir la educación que tendrá uno de los niños a mi cargo;;;;;;;;;x
EVTOPTAreeducation.2;[From.GetSheHeCap] will be educated at court.;Cette enfant va être éduqué à la cour.;;;El niño será educado en la corte;;;;;;;;;x
EVTTOOLTIPreeducation.3;Pay for a septa's acomodations;Engager une septa;;;Contrataremos los servicios de una septa;;;;;;;;;x
EVTOPTBreeducation.2;I want [From.GetHerHim] to be good with numbers.;Je veux que [From.GetFirstName] soit à l'aise avec les chiffres.;;;Quiero que [From.GetFirstName] sea bueno con las cuentas;;;;;;;;;x
EVTTOOLTIPreeducation.4;Buy the necessary equipment and books.;Acheter le matériel et les livres nécessaires.;;;Comprar los libros y materiales necesarios;;;;;;;;;x
EVTOPTCreeducation.2;[From.GetSheHeCap] will be groomed for command.;[From.GetFirstName] va être éduqué pour se battre et commander.;;;[From.GetFirstName] será educado para luchar y comandar;;;;;;;;;x
EVTTOOLTIPreeducation.5;Buy [From.GetFirstName] a horse and a set of armor, fitting for their status.;Acheter à [FromFrom.GetFirstName] un cheval et une armure, en accord avec son statut.;;;Comprar a [FromFrom.GetFirstName] un caballo y una armadura acordes a su posición.;;;;;;;;;x
EVTOPTDreeducation.2;I have nor time, nor money to spend on this child.;Je n'ai pas de temps ou d'argent à consacrer à cet enfant;;;No tengo ni tiempo ni dinero para gastar en el niño;;;;;;;;;x
EVTTOOLTIPreeducation.6;[From.GetFirstName] will not get a private tutor.;[FromFrom.GetFirstName] n'aura pas un tuteur personnel.;;;[FromFrom.GetFirstName] no tendrá un tutor personal;;;;;;;;;x
EVTDESCreeducation.3;I am to be educated for life at court;Je vais être éduqué à la cour.;;;Seré educado para la vida en la corte;;;;;;;;;x
EVTDESCreeducation.4;I am to learn about numbers? Why?!;Je vais devoir apprendre les nombres? Pourquoi?;;;¿Tengo que aprender de números? Por qué?;;;;;;;;;x
EVTDESCreeducation.5;I will be groomed for command!;Je vais être préparé au commandement !;;;Me van a enseñar a comandar un ejército.;;;;;;;;;x
EVTDESCreeducation.6;It seems I will not get a private tutor...;Il semble que je ne vais pas avoir de tuteur…;;;Parece que no tendré un tutor...;;;;;;;;;x
EVTDESCreeducation.7;Over the past ten years I have received an education suitable for a life at court, my manners were refined and I know much and more about the realm's heraldry.;Durant les dix dernières années, j'ai reçu une éducation convenant à une cour royale. J'ai appris les règles de l'étiquette et l'héraldique du Royaume.;;;Durante los últimos diez años he recibido una educación apropiada para la vida cortesana, ahora me se comportar en la corte y reconozco la mayoría de los blasones de las diferente casas;;;;;;;;;x
EVTDESCreeducation.8;Over the past ten years I have been shown the magic of numbers! I see the realm is a totally different way now...;Durant les dix dernières années, j'ai appris la magie des chiffres ! Désormais, je vois le Royaume d'une manière tout à fait différente…;;;Durante los últimos diez años he aprendido las maravillas de los números y las cuentas. Ahora veo el Reino de una manera muy diferente;;;;;;;;;x
EVTDESCreeducation.9;Over the past ten years I have been groomed for command! I am eager to prove myself by leading troops to glory!;Durant les dix dernières années, j'ai reçu une éducation militaire. J'ai hâte de faire mes preuves et d'obtenir la gloire en commandant une armée!;;;Durante los últimos diez años se me ha preparado minuciosamente para el mando militar, ahora solo falta demostrarlo en el campo de batalla;;;;;;;;;x
EVTDESCreeducation.10;With no private tutor i have picked up what I could.;Sans tuteur personnel j'ai appris ce que j'ai pu.;;;Sin ningún tutor personal he aprendido como he podido;;;;;;;;;x
court_education;Court Education;Éducation de cour;;;Educación cortesana;;;;;;;;;x
court_education_desc;This character is receiving a court education.;Ce personnage reçoit une éducation à la cour.;;;El personaje está recibiendo una educación cortesana;;;;;;;;;x
martial_education;Martial Education;Éducation martiale;;;Educación marcial;;;;;;;;;x
martial_education_desc;This character is groomed for command.;Ce personnage est préparé au commandement;;;Este personaje está recibiendo una educación para el mando militar;;;;;;;;;x
steward_education;Steward Education;Éducation administrative;;;Educación administrativa;;;;;;;;;x
steward_education_desc;This character is learning about sums and numbers;Ce personnage apprend l'art des nombres et de l'administration.;;;Este personaje está aprendiendo el arte de los números y de la administración.;;;;;;;;;x
maester_education;Maester Education;Éducation de Mestre;;;Educación de maestre;;;;;;;;;x
maester_education_desc;This character is learning at the Citadel;Ce personnage est formé à la Citadelle.;;;Este personaje está aprendiendo en La Ciudadela;;;;;;;;;x
no_education;No formal education.;Aucune éducation.;;;Sin educación formal;;;;;;;;;x
no_education_desc;This character doesn’t receive any formal education;Ce personnage ne reçoit aucune éducation.;;;Este personaje no está recibiendo ningún tipo de educación formal;;;;;;;;;x
opinion_grew_up_together;Grew up together;Ont grandi ensemble;;;Crecimos juntos;;;;;;;;;x
EVTDESCreeducation.11;These are the people I grow up with... I feel we bonded over the years.;Ce sont les personnes avec qui j'ai grandi… je ne les oublierai jamais.;;;Crecí junto a estas personas y no las olvidaré jamás;;;;;;;;;x
EVTDESCreeducation.12;I grew up with [From.GetTitledFirstName], I feel I know [From.GetHerHim] well;J'ai grandi avec  [From.GetTitledFirstName], je sens que je le(a) connais bien.;;;Crecí junto a [From.GetBestName], y siento que nos conocemos muy bien;;;;;;;;;x
CHAR_EDUCATED_LOG;§Y$NAME$§! is now of legal age.;§Y$NAME$§! a maintenant l'âge légal.;;;§Y$NAME$§! Ya tiene la edad legal;;;;;;;;;x
EVTOPTEreeducation.2;[From.GetSheHeCap] can learn with the women;[From.GetSheHeCap] peut apprendre avec les femmes.;;;[From.GetSheHeCap] puede aprender con las mujeres;;;;;;;;;x
EVTTOOLTIPreeducation.3DOTH;Will be educated with the women of the clan;va être éduqué(e) avec les femmes du Khalasar.;;;Será educado con las mujeres del Khalasar;;;;;;;;;x
EVTOPTFreeducation.2;I will pay to have [From.GetHerHim] educated in foreign lands;Je paierai pour qu'[From.GetSheHeCap] soit éduqué(e) à l'étranger.;;;Pagaré para que [From.GetHerHim] sea educado en el extranjero;;;;;;;;;x
EVTTOOLTIPreeducation.4DOTH;Will be educated as a steward abroad;sera éduqué(e) à l'étranger comme intendant(e).;;;Será educado en el extranjero para mejorar su nivel de administración.;;;;;;;;;x
EVTOPTGreeducation.2;[From.GetSheHeCap] will train as a [Root.Culture.GetName] warrior;[From.GetSheHeCap] sera entraîné pour devenir un guerrier dothraki.;;;[From.GetSheHeCap] será entrenado para llegar a ser un guerrero dothraki.;;;;;;;;;x
EVTTOOLTIPreeducation.5DOTH;Will train with the warriors of the clan;sera entraîné par les guerriers du Khalasar.;;;Será entrenado por los guerreros del Khalasar.;;;;;;;;;x
education_high;Exceptional Education;Éducation exceptionnelle;;;Educación Excepcional;;;;;;;;;x
education_high_desc;This character is receiving an exceptional quality of education;Ce personnage reçoit une éducation d'une qualité exceptionnelle;;;Este personaje está recibiendo una educación de una calidad excepcional;;;;;;;;;x
education_medium;Good Education;Bonne éducation;;;Buena Educación;;;;;;;;;x
education_medium_desc;This character is receiving a good quality of education;Ce personnage reçoit une éducation de bonne qualité;;;Este personaje está recibiendo una educación de buena calidad;;;;;;;;;x
education_low;Poor Education;Éducation médiocre;;;Educación Pobre;;;;;;;;;x
education_low_desc;This character is receiving a poor quality of education;Ce personnage reçoit une éducation de qualité médiocre;;;Este personaje está recibiendo una educación de una calidad pobre;;;;;;;;;x
education_almost_nothing;Barely Educated;A peine éduqué;;;Educación Deficiente;;;;;;;;;x
education_almost_nothing_desc;This character is barely receiving an education;Ce personnage reçoit à peine une éducation;;;Este personaje está apenas recibiendo una educación;;;;;;;;;x
TOOLTIPreeducation_cost;Choose the level of [From.GetTitledFirstName]'s education;Choisissez le niveau d'éducation de [From.GetTitledFirstName];;;Escoger el nivel de la educación de [From.GetTitledFirstName].;;;;;;;;;x
EVTDESCreeducation.15;What level of education would you like to purchase for [FromFrom.GetTitledFirstName]?;Quel niveau d'éducation souhaitez-vous offrir à [FromFrom.GetTitledFirstName]?;;;Qué nivel de educación querrías adquirir para [FromFrom.GetTitledFirstName]?;;;;;;;;;x
EVTOPTAreeducation.15;I will spend highly to get [FromFrom.GetTitledFirstName] the best equipment possible;Je dépenserai sans compter pour que [FromFrom.GetTitledFirstName] reçoive le meilleur équipement possible;;;Gastaré mucho para que [FromFrom.GetTitledFirstName] tenga el mejor material posible;;;;;;;;;x
EVTOPTBreeducation.15;A very good tutor for [FromFrom.GetTitledFirstName] will help [FromFrom.GetHerHim] be successful;Un très bon précepteur aidera [FromFrom.GetTitledFirstName] à révéler ses talents;;;Un muy buen tutor para [FromFrom.GetTitledFirstName] le ayudará a tener éxito;;;;;;;;;x
EVTOPTCreeducation.15;The basic equipment will suffice to teach [FromFrom.GetTitledFirstName] their trade;Le matériel de base suffira pour ce qu'on attend de [FromFrom.GetTitledFirstName];;;El material básico será suficiente para enseñarle a [FromFrom.GetTitledFirstName] su oficio;;;;;;;;;x
EVTOPTDreeducation.15;Just the very essentials are what they will get from me;Il n'obtiendra de moi que le strict nécessaire;;;Sólo lo esencial será lo que obtendrá de mi;;;;;;;;;x
